Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature ??C
Oman,1991,0.00,0.00,1.41,246.41,0.00,0.00,203.74,0.00,0.00,285.04,114.20,41.16,22.09,227.41,131.57,657.53,534.67,3.98,191.84,23.32,0.00,0.00,,609866.00,1283905.00,1090893.00,804294.00,2684.37,-0.32
Sao Tome and Principe,2017,0.00,0.00,0.03,246.41,0.00,11.48,4.90,0.00,215.31,3.12,16.16,17.00,118.13,16.86,209.59,1807.61,1.04,3.57,2.66,6.13,0.00,0.00,6.39,57276.00,147051.00,103865.00,104172.00,2686.38,1.25
North Macedonia,1992,3.15,3.35,41.24,66.37,0.00,32.00,89.57,,,275.79,168.86,46.49,125.73,262.21,30.39,369.13,443.46,109.67,239.40,220.97,0.00,0.00,160.31,820046.00,1168613.00,1023450.00,994572.00,2688.10,0.21
Gambia,2012,84.97,0.00,19.68,448.71,0.00,13.00,7.45,0.00,527.54,,49.03,1.29,212.03,198.06,267.89,599.42,10.11,4.86,203.10,19.81,0.00,0.00,23.64,773029.00,1029096.00,1021199.00,1039815.00,2690.58,0.95
Bahamas,2012,5.97,9.46,0.03,246.41,0.00,4.00,51.77,0.00,0.00,111.38,107.15,35.09,98.43,257.78,209.59,1470.69,12.60,4.38,6.67,3.66,0.00,9.46,52.00,64986.00,307053.00,184251.00,197810.00,2696.52,0.33
North Macedonia,1993,3.15,3.35,33.71,40.32,0.00,26.00,169.10,,,359.77,139.87,5.11,75.97,289.67,64.47,369.13,377.61,111.70,247.10,223.81,0.00,0.00,161.51,807687.00,1176341.00,1010218.00,986674.00,2701.35,0.24
Dominica,1990,0.00,0.00,0.01,448.36,0.00,11.48,4.23,0.18,54.91,3.71,0.14,0.54,128.20,15.63,209.59,1815.54,0.82,2.04,6.07,1.17,0.00,0.00,0.50,26187.00,44739.00,34472.00,35009.00,2703.12,0.38
Cuba,1996,20.78,63.89,61.38,1827.72,0.00,116.33,556.18,-10946.03,120.84,785.06,434.94,166.36,4.58,3133.61,72.27,33.45,1855.96,314.82,2047.45,412.04,0.00,55.00,1570.85,2803194.00,8157818.00,5526101.00,5436930.00,2707.45,0.53
Bahamas,2003,0.92,5.56,0.02,246.41,0.00,13.00,19.73,0.00,0.00,137.83,59.84,59.67,128.20,252.90,209.59,1470.69,11.50,4.33,6.53,3.62,0.00,5.56,72.59,56412.00,259334.00,164975.00,173516.00,2708.49,0.86
Dominica,1992,0.00,0.00,0.01,448.36,0.00,11.48,4.23,0.18,54.91,3.68,0.14,0.56,128.20,15.83,209.59,1823.36,0.85,2.02,6.08,1.21,0.00,0.00,0.50,25145.00,45825.00,34286.00,34825.00,2711.17,0.51
Dominica,1991,0.00,0.00,0.01,448.36,0.00,11.48,4.23,0.18,54.91,3.90,0.15,0.61,128.20,15.73,209.59,1823.36,0.85,2.05,5.99,1.17,0.00,0.00,0.50,25162.00,45680.00,34285.00,34856.00,2711.26,0.41
Bahamas,2014,4.89,15.20,0.03,246.41,0.00,3.00,52.61,0.00,0.00,117.18,109.95,32.29,98.43,257.41,209.59,1470.69,12.60,4.38,6.66,3.66,0.00,11.83,61.17,66238.00,315931.00,187310.00,201821.00,2717.98,0.67
Bosnia and Herzegovina,2015,3.17,1.17,60.95,248.06,117.42,73.00,446.89,-3767.81,0.00,385.21,721.57,42.11,267.62,850.94,255.53,209.55,1959.06,190.89,177.93,436.17,0.00,0.00,40.84,1867937.00,1668024.00,1724918.00,1799407.00,2720.27,1.81
Bahamas,1996,9.01,98.60,0.02,246.41,0.00,12.00,17.63,0.00,0.00,90.67,35.22,47.20,128.20,242.29,209.59,1470.69,12.70,5.24,7.78,4.36,0.00,47.72,38.00,53410.00,230380.00,149491.00,155441.00,2723.34,0.05
Dominican Republic,1994,7.99,13.82,28.18,619.77,0.00,206.00,322.50,-7268.42,0.00,919.99,313.74,699.76,67.63,3785.27,365.15,356.49,573.02,169.47,1117.57,222.30,0.00,3.35,200.37,3353062.00,4399990.00,3853829.00,3870105.00,2723.95,0.85
Gambia,2013,81.66,0.00,19.60,468.38,0.00,13.00,7.80,0.00,527.54,,50.60,0.62,212.03,201.12,267.89,599.42,10.41,4.90,220.62,20.59,0.00,0.00,20.42,784258.00,1075066.00,1053493.00,1071377.00,2726.59,1.03
Oman,1993,0.00,0.00,1.41,246.41,0.00,1.00,234.77,0.00,0.00,347.59,138.64,56.49,21.90,245.17,0.01,630.94,552.81,4.62,219.96,25.81,0.00,0.00,,599994.00,1472117.00,1216149.00,855719.00,2727.51,0.19
Bahamas,2001,6.51,17.15,0.01,246.41,0.00,10.00,18.69,0.00,0.00,125.66,49.63,64.93,128.20,251.21,209.59,1470.69,12.20,3.65,5.71,3.09,0.00,15.72,89.90,54415.00,248720.00,160964.00,168662.00,2728.95,0.26
Dominica,1998,0.00,0.00,0.01,448.16,0.00,11.48,5.64,0.18,54.91,7.43,4.20,1.42,128.20,16.24,209.59,1828.94,2.65,2.17,6.05,1.30,0.00,0.00,0.75,24537.00,45753.00,34380.00,34558.00,2729.31,1.01
Bahamas,1997,9.02,97.40,0.02,246.41,0.00,7.00,17.99,0.00,0.00,96.78,37.99,58.82,128.20,245.53,209.59,1470.69,12.10,4.38,6.73,3.67,0.00,56.38,20.86,53388.00,233582.00,151955.00,158215.00,2729.54,0.83
Dominica,1993,0.00,0.00,0.01,448.36,0.00,11.48,4.58,0.18,54.91,4.23,0.14,0.59,128.20,15.91,209.59,1823.36,18.60,2.13,6.03,1.25,0.00,0.00,0.75,25168.00,46042.00,34336.00,34833.00,2730.31,0.54
Slovakia,1997,0.00,0.38,222.83,636.64,67.69,113.00,311.14,-9917.10,449.14,1108.27,865.44,445.31,807.90,927.06,847.54,0.00,4203.04,328.63,133.33,666.65,0.00,0.00,519.86,2349716.00,3041488.00,2611063.00,2754767.00,2736.77,0.13
Dominica,1994,0.00,0.00,0.01,448.36,0.00,11.48,4.93,0.18,54.91,4.65,0.13,0.60,128.20,16.01,209.59,1823.36,24.50,2.17,6.05,1.30,0.00,0.00,0.50,25164.00,46209.00,34377.00,34822.00,2736.93,0.54
Tajikistan,2002,2.16,0.00,51.84,108.32,0.00,4.00,44.89,-350.12,0.00,34.87,21.79,71.32,2.96,828.77,0.60,11.14,1048.29,155.37,384.07,318.71,0.00,0.00,0.34,4738751.00,1708937.00,3221269.00,3320485.00,2739.30,0.98
Dominica,1995,0.00,0.00,0.01,448.36,0.00,11.48,4.93,0.18,54.91,6.88,0.78,1.19,128.20,16.09,209.59,1823.36,25.50,2.08,6.11,1.29,0.00,0.00,0.75,25100.00,46268.00,34411.00,34789.00,2741.70,0.75
Albania,2006,0.60,0.00,30.79,265.10,110.43,0.00,222.31,-1233.29,0.00,107.64,45.43,0.60,16.99,554.89,121.44,377.41,501.00,227.81,379.62,555.86,0.00,0.00,460.83,1593892.00,1460439.00,1496029.00,1507358.00,2745.48,0.36
Armenia,2002,0.32,0.00,33.02,248.06,0.00,1.00,97.80,-84.01,207.20,83.54,123.34,34.25,48.29,364.07,245.41,377.41,456.75,18.70,338.79,42.88,0.00,0.00,113.01,1085046.00,1948851.00,1460849.00,1644189.00,2749.81,0.72
French Polynesia,1997,0.00,0.05,0.02,246.41,0.00,1.00,18.65,-116.75,0.00,4.08,35.41,17.00,134.46,10.41,386.19,1981.14,,2.03,6.13,15.12,0.00,0.05,9.37,97805.00,125926.00,124007.00,115028.00,2750.78,0.40
Bahamas,2009,9.58,35.02,0.03,246.41,0.00,2.00,48.74,0.00,0.00,117.19,94.23,30.73,128.20,256.65,209.59,1470.69,13.50,4.37,6.62,3.66,0.00,26.85,46.83,62508.00,292348.00,178154.00,189903.00,2750.88,0.53
French Polynesia,1996,0.00,0.05,0.02,246.41,0.00,1.00,18.52,-116.75,0.00,4.08,35.41,17.00,134.46,10.26,386.19,1981.14,,2.22,5.91,17.62,0.00,0.05,8.99,95623.00,123660.00,122156.00,113033.00,2752.57,0.20
French Polynesia,1998,0.00,0.05,0.02,246.41,0.00,1.00,19.97,-116.75,0.00,4.08,35.41,17.00,134.46,10.67,386.19,1981.14,,2.06,7.00,15.12,0.00,0.05,9.33,100016.00,128360.00,125817.00,117064.00,2753.21,0.61
French Polynesia,1999,0.00,0.05,0.02,246.41,0.00,0.00,20.72,-116.75,0.00,3.57,35.41,17.00,134.46,10.87,386.19,1981.14,,2.36,6.96,16.63,0.00,0.05,9.47,102205.00,130747.00,127680.00,119141.00,2754.54,0.42
Bahamas,2005,10.93,38.27,0.02,246.41,0.00,11.00,21.12,0.00,0.00,140.71,70.89,46.63,128.20,254.24,209.59,1470.69,12.80,4.39,6.62,3.66,0.00,26.99,51.65,58548.00,270701.00,169176.00,178628.00,2754.81,0.47
Dominica,1996,0.00,0.00,0.01,448.36,0.00,11.48,3.88,0.18,54.91,6.86,3.65,1.22,128.20,16.24,209.59,1828.94,31.30,2.17,6.05,1.30,0.00,0.00,0.98,24959.00,46186.00,34425.00,34741.00,2755.33,0.35
Dominica,1997,0.00,0.00,0.01,448.36,0.00,11.48,5.28,0.18,54.91,7.29,3.91,1.39,128.20,16.24,209.59,1828.94,29.91,2.17,6.05,1.30,0.00,0.00,0.75,24760.00,45993.00,34414.00,34666.00,2755.95,0.69
Bahamas,2002,9.28,18.03,0.01,246.41,0.00,15.00,19.39,0.00,0.00,135.54,56.28,65.78,128.20,252.28,209.59,1470.69,12.40,3.71,5.73,3.13,0.00,17.25,89.17,55365.00,253792.00,162950.00,171053.00,2757.87,0.80
Gambia,2014,62.93,0.00,17.23,467.71,0.00,14.00,8.65,0.00,527.54,,55.68,1.34,212.03,203.96,267.89,599.42,10.51,5.47,241.73,22.74,0.00,0.00,40.77,795364.00,1122488.00,1085941.00,1103078.00,2759.59,1.19
Bahamas,2010,2.84,15.44,0.03,246.41,0.00,2.00,59.29,0.00,0.00,127.53,109.87,35.76,128.20,256.87,209.59,1470.69,13.40,4.37,6.62,3.66,0.00,15.44,56.71,63410.00,297422.00,180438.00,192834.00,2764.72,-0.15
French Polynesia,1990,0.00,0.01,0.02,246.41,0.00,1.00,17.16,-116.75,0.00,3.57,35.41,17.00,134.46,9.31,386.19,2005.79,,1.76,5.60,15.44,0.00,0.01,5.93,83611.00,114764.00,110222.00,100868.00,2768.32,0.43
French Polynesia,1991,0.00,0.01,0.02,246.41,0.00,1.00,16.95,-116.75,0.00,3.57,35.41,17.00,134.46,9.60,386.19,2005.79,,1.88,5.65,16.30,0.00,0.01,5.29,85635.00,116381.00,112390.00,103053.00,2768.79,0.35
French Polynesia,1992,0.00,0.01,0.02,246.41,0.00,1.00,17.22,-116.75,0.00,3.57,35.41,17.00,134.46,9.66,386.19,2005.79,,2.06,5.69,17.24,0.00,0.01,4.81,87512.00,117754.00,114463.00,105158.00,2769.80,0.34
French Polynesia,1993,0.00,0.01,0.02,246.41,0.00,1.00,17.08,-116.75,0.00,3.57,35.41,17.00,134.46,9.79,386.19,2005.79,,2.27,5.99,18.16,0.00,0.01,4.56,89330.00,119015.00,116490.00,107225.00,2770.97,0.19
French Polynesia,2000,0.00,0.00,0.02,246.41,0.00,1.00,13.74,-116.75,0.00,3.41,35.41,17.00,134.46,11.13,386.19,2005.79,,2.39,8.07,17.23,0.00,0.00,8.58,104283.00,132975.00,129619.00,121308.00,2774.08,0.32
French Polynesia,1994,0.00,0.01,0.02,246.41,0.00,1.00,18.59,-116.75,0.00,4.08,35.41,17.00,134.46,9.90,386.19,2005.79,,2.31,5.93,18.81,0.00,0.01,5.56,91231.00,120348.00,118451.00,109231.00,2774.72,0.53
French Polynesia,1995,0.00,0.01,0.01,246.41,0.00,1.00,18.31,-116.75,0.00,4.08,35.41,17.00,134.46,10.08,386.19,2005.79,,2.32,5.80,18.49,0.00,0.01,6.81,93315.00,121881.00,120307.00,111139.00,2775.44,0.53
Dominica,1999,0.00,0.00,0.01,448.36,0.00,11.48,5.99,0.18,54.91,7.41,5.08,1.40,128.20,16.28,209.59,1847.06,29.11,2.17,6.05,1.30,0.00,0.00,0.98,24341.00,45562.00,34292.00,34406.00,2775.54,0.42
Bahamas,2008,22.65,55.47,0.02,246.41,0.00,2.00,24.63,0.00,0.00,137.33,78.37,36.66,128.20,256.32,209.59,1470.69,13.60,4.37,6.62,3.66,0.00,54.82,28.47,61564.00,287112.00,175825.00,186970.00,2779.86,0.72
Albania,2009,1.70,1.30,37.87,248.06,110.43,4.00,273.89,-1233.29,0.00,119.77,62.02,0.13,24.35,596.60,99.26,377.41,814.76,203.91,327.94,477.60,0.00,0.00,236.71,1449427.00,1513208.00,1466053.00,1464488.00,2784.43,0.99
Bahamas,2015,8.51,18.02,0.02,246.41,0.00,5.00,55.00,0.00,0.00,124.40,121.11,34.71,128.20,257.92,209.59,1470.69,12.30,4.49,6.83,3.76,0.00,11.41,67.53,66744.00,320094.00,188854.00,203844.00,2785.91,1.42
Bahamas,2004,26.74,42.04,0.02,246.41,0.00,4.00,19.37,0.00,0.00,127.78,62.65,52.48,128.20,253.42,209.59,1470.69,11.90,4.38,6.63,3.66,0.00,38.54,77.57,57487.00,265039.00,167044.00,176046.00,2786.05,0.35
Oman,1992,0.00,0.00,1.41,246.41,0.00,2.00,220.30,0.00,0.00,345.82,125.37,49.67,22.56,236.88,131.57,645.18,528.30,4.31,207.07,24.65,0.00,0.00,,605957.00,1377320.00,1154813.00,830414.00,2791.49,-0.51
Gambia,2016,84.55,0.00,17.34,464.99,0.00,14.00,8.82,0.00,527.72,,72.02,1.36,212.03,210.43,267.89,599.42,10.31,5.65,231.47,22.70,0.00,0.00,43.69,817075.00,1221426.00,1150704.00,1166502.00,2794.38,1.71
Albania,2008,4.56,0.00,37.12,259.20,110.43,0.00,279.73,-1233.29,0.00,122.48,62.41,3.02,22.97,604.08,129.06,377.41,727.26,211.96,344.78,496.04,0.00,0.00,239.51,1496108.00,1495543.00,1474662.00,1477027.00,2798.75,1.17
Bahamas,1998,12.01,109.57,0.02,246.41,0.00,8.00,18.34,0.00,0.00,105.94,32.37,55.63,128.20,247.41,209.59,1470.69,12.80,6.50,9.34,5.36,0.00,57.62,66.14,53339.00,236721.00,154412.00,160986.00,2801.94,1.03
Gambia,2017,80.51,0.00,14.90,464.67,0.00,13.00,8.95,0.00,527.72,,81.46,1.79,212.03,213.98,267.89,599.42,10.31,5.91,239.40,23.56,0.00,0.00,44.93,827654.00,1272914.00,1182968.00,1198214.00,2810.43,1.64
Bahamas,2011,22.41,60.66,0.03,246.41,0.00,4.00,54.22,0.00,0.00,125.82,92.48,39.33,98.43,256.99,209.59,1470.69,12.50,4.39,6.64,3.66,0.00,56.77,49.59,64238.00,302330.00,182453.00,195497.00,2814.58,0.74
Bahamas,1999,16.61,108.38,0.02,246.41,0.00,9.00,18.34,0.00,0.00,115.27,37.90,54.95,128.20,249.07,209.59,1470.69,12.60,3.58,5.50,3.04,0.00,44.02,81.47,53360.00,240212.00,156702.00,163570.00,2814.62,0.48
Gambia,2019,63.85,0.00,13.75,458.64,0.00,13.00,8.79,0.00,527.72,,103.64,2.66,212.03,220.69,267.89,599.42,10.81,6.12,245.02,24.19,0.00,0.00,39.59,848212.00,1379863.00,1247342.00,1261541.00,2817.80,1.33
Gambia,2009,97.37,0.00,24.87,515.09,0.00,13.00,23.55,0.00,527.63,,48.30,2.04,212.03,188.51,267.89,599.42,9.76,6.92,239.90,26.55,0.00,0.00,18.30,738840.00,900720.00,928615.00,949504.00,2821.12,0.67
Cyprus,2012,1.89,0.00,6.95,246.41,0.00,30.00,162.27,-326.16,8.96,143.42,194.25,96.58,28.30,278.81,194.35,479.57,988.65,34.42,88.38,80.56,0.00,0.00,87.40,371602.00,763460.00,579665.00,576891.00,2825.01,1.07
Bahamas,2018,1.83,8.35,0.03,246.41,0.00,4.00,60.02,0.00,0.00,117.79,152.07,38.64,128.20,259.17,209.59,1470.69,12.30,4.59,6.95,3.84,0.00,8.35,100.36,67779.00,331506.00,192656.00,209250.00,2833.17,1.09
Bahamas,2013,18.93,72.76,0.03,246.41,0.00,3.00,51.20,0.00,0.00,109.90,108.28,32.50,98.43,257.88,209.59,1470.69,12.60,4.38,6.67,3.66,0.00,72.63,56.87,65653.00,311587.00,185807.00,199843.00,2836.40,0.69
Afghanistan,1996,38.93,0.20,249.04,686.00,0.00,11.71,53.16,-2388.80,0.00,93.79,21.65,7.22,67.63,887.88,252.21,16.95,165.42,310.13,1900.59,465.21,0.00,0.00,,13952791.00,3870093.00,8569175.00,8537421.00,2838.92,0.04
Gambia,2020,95.60,0.00,17.18,458.64,0.00,13.00,8.26,0.00,527.72,,114.29,2.71,212.03,224.13,267.89,599.42,10.91,6.05,246.36,24.12,0.00,0.00,15.71,858185.00,1435308.00,1280033.00,1293962.00,2844.00,1.83
Bahamas,2019,2.55,16.97,0.03,246.41,0.00,4.00,66.63,0.00,0.00,119.81,173.14,38.65,128.20,259.68,209.59,1470.69,12.30,4.60,6.97,3.84,0.00,16.97,81.26,67996.00,335099.00,193737.00,210821.00,2862.28,1.47
North Macedonia,1999,0.69,4.88,41.57,32.90,0.00,5.00,126.30,,,329.19,99.68,29.66,117.24,413.20,208.13,369.13,503.61,93.20,162.97,202.39,0.00,0.00,122.56,834929.00,1189465.00,1021822.00,1001957.00,2862.30,0.93
Albania,2007,48.59,6.50,30.15,265.10,110.43,42.07,258.59,-1233.29,0.00,103.28,51.29,0.73,20.58,593.42,138.78,377.41,685.42,219.70,363.16,524.75,0.00,0.00,259.62,1545166.00,1478741.00,1484648.00,1491436.00,2866.28,1.17
Bahamas,2016,9.76,42.98,0.03,246.41,0.00,5.00,54.65,0.00,0.00,141.12,142.79,34.85,128.20,258.22,209.59,1470.69,12.30,4.44,6.77,3.72,0.00,35.34,63.31,67166.00,324066.00,190240.00,205736.00,2870.17,0.99
Bahamas,2000,9.53,137.98,0.01,246.41,0.00,4.00,18.34,0.00,0.00,120.77,45.25,64.13,128.20,250.16,209.59,1470.69,11.40,3.53,5.51,2.98,0.00,44.90,96.88,53599.00,244291.00,158879.00,166136.00,2870.25,0.15
French Polynesia,2001,0.00,0.00,0.01,246.41,0.00,1.00,25.70,-27.97,0.00,5.15,35.41,17.00,134.46,10.90,386.19,2005.79,,2.30,6.68,16.09,0.00,0.00,10.96,106239.00,135034.00,131568.00,123481.00,2876.09,0.50
Bahamas,2020,11.32,25.88,0.03,246.41,0.00,4.00,46.63,0.00,0.00,114.47,170.70,38.56,128.20,258.57,209.59,1470.69,12.30,4.63,7.01,3.87,0.00,25.88,97.89,68165.00,338674.00,194506.00,211965.00,2876.62,1.49
French Polynesia,2002,0.00,0.00,0.01,246.41,0.00,1.00,30.29,-27.97,0.00,4.18,35.41,17.00,134.46,11.12,386.19,2005.79,,2.04,5.45,14.41,0.00,0.00,11.39,108077.00,136929.00,133515.00,125623.00,2877.19,0.83
French Polynesia,2003,0.00,0.00,0.01,246.41,0.00,0.00,33.08,-27.97,0.00,3.91,35.41,17.00,134.46,11.29,386.19,2005.79,,1.94,6.56,12.56,0.00,0.00,11.90,108739.00,139760.00,135482.00,127691.00,2878.56,0.75
North Macedonia,1997,0.58,4.61,39.99,41.25,0.00,9.00,176.42,,,296.66,83.97,24.25,101.64,383.27,153.78,369.13,433.56,106.91,207.63,223.39,0.00,0.00,224.01,816387.00,1183212.00,1013466.00,990768.00,2880.01,-0.18
French Polynesia,2006,0.00,0.00,0.01,246.41,0.00,1.00,36.01,-27.97,0.00,3.45,35.41,17.00,134.46,11.65,386.19,2005.79,,2.01,5.96,13.04,0.00,0.00,10.91,108284.00,149548.00,141296.00,133606.00,2881.34,0.83
French Polynesia,2004,0.00,0.00,0.01,246.41,0.00,1.00,35.37,-27.97,0.00,4.28,35.41,17.00,134.46,11.48,386.19,2005.79,,2.09,7.13,14.30,0.00,0.00,12.46,108688.00,143087.00,137450.00,129683.00,2885.41,0.51
French Polynesia,2005,0.00,0.00,0.01,246.41,0.00,1.00,38.16,-27.97,0.00,4.31,35.41,17.00,134.46,11.59,386.19,2005.79,,2.12,5.85,14.37,0.00,0.00,12.90,108537.00,146349.00,139403.00,131657.00,2887.61,0.70
Bosnia and Herzegovina,2011,10.75,21.60,60.53,248.06,120.39,88.00,474.15,-3767.81,0.00,487.02,689.63,93.85,354.67,841.40,233.76,247.89,1818.25,199.96,178.75,450.20,0.00,0.00,38.91,1996478.00,1692387.00,1826158.00,1916984.00,2889.95,1.29
French Polynesia,2007,0.00,0.00,0.01,246.41,0.00,1.00,42.48,-27.97,0.00,4.23,35.41,17.00,134.46,11.84,386.19,2005.79,,2.17,5.96,15.07,0.00,0.00,13.76,107926.00,152668.00,142844.00,135333.00,2893.81,0.79
Gambia,2015,43.01,0.00,20.49,601.14,0.00,14.00,8.70,0.00,527.54,,62.19,1.25,212.03,207.19,267.89,599.42,10.31,5.77,248.08,23.67,0.00,0.00,41.92,806309.00,1171281.00,1118341.00,1134792.00,2894.59,1.21
Gambia,2010,94.35,0.00,28.65,607.87,0.00,10.00,7.13,0.00,527.63,,47.52,2.22,212.03,192.28,267.89,599.42,9.90,7.02,237.40,26.70,0.00,0.00,21.94,750273.00,941876.00,958562.00,978713.00,2899.97,1.41
North Macedonia,1998,0.71,5.01,43.08,35.03,0.00,6.00,118.62,,,345.62,66.32,36.00,129.51,399.73,197.50,369.13,492.82,100.08,191.00,209.69,0.00,0.00,156.00,825654.00,1186403.00,1017885.00,994960.00,2901.83,0.48
Bosnia and Herzegovina,2012,21.47,16.27,52.37,248.06,120.39,88.00,453.39,-3767.81,0.00,493.62,735.50,89.82,361.10,842.83,281.80,182.91,1837.54,196.68,175.07,435.95,0.00,0.00,36.99,1962769.00,1685431.00,1792508.00,1881866.00,2901.95,1.56
French Polynesia,2008,0.00,0.00,0.01,246.41,0.00,1.00,45.70,-27.97,0.00,4.18,45.20,17.00,134.46,11.84,386.19,2005.79,,2.14,5.96,15.06,0.00,0.00,13.18,107467.00,155712.00,143906.00,136653.00,2906.18,0.19
Slovakia,2004,0.00,0.00,220.49,596.29,63.82,27.00,346.95,-8863.15,428.42,957.81,496.63,101.36,672.14,1067.73,524.89,0.01,5081.83,237.89,94.41,475.71,0.00,0.00,376.29,2391255.00,3008164.00,2611509.00,2763421.00,2906.53,0.19
French Polynesia,2009,0.00,0.00,0.01,246.41,0.00,1.00,48.52,-27.97,0.00,4.14,46.53,17.00,134.46,11.88,386.19,2005.79,,2.17,6.02,15.08,0.00,0.00,12.85,106916.00,158665.00,144639.00,137643.00,2910.10,0.19
Oman,1994,0.00,0.00,1.42,246.41,0.00,1.00,238.32,0.00,0.00,403.69,149.80,60.38,21.70,253.05,0.02,639.82,629.79,5.00,234.74,27.26,0.00,0.00,,608254.00,1540174.00,1254400.00,879275.00,2912.41,0.19
Cook Islands,2000,0.00,0.00,,921.66,0.00,0.00,2.09,-21.21,0.00,,37.84,0.43,212.03,65.07,267.89,1407.36,0.20,1.42,0.34,15.27,0.00,0.00,3.38,6308.00,11814.00,8120.00,7777.00,2913.78,0.19
Cyprus,2011,0.27,0.00,6.05,246.41,0.00,33.00,175.09,-326.16,8.96,148.75,211.52,103.45,32.31,278.38,189.38,479.57,1019.46,37.82,90.09,88.69,0.00,0.00,90.91,366624.00,758211.00,574033.00,571053.00,2913.96,0.19
Cook Islands,1999,0.00,0.00,,921.66,0.00,0.00,2.09,-21.21,0.00,,37.84,0.38,212.03,65.07,267.89,1407.36,0.18,1.54,0.32,16.16,0.00,0.00,4.52,6627.00,11497.00,8435.00,8065.00,2915.83,0.19
Cook Islands,1996,0.00,0.00,,921.66,0.00,0.00,2.08,-21.21,0.00,,37.84,0.37,212.03,65.07,267.89,1407.36,0.18,1.66,0.36,17.20,0.00,0.00,4.20,7764.00,11051.00,9106.00,8692.00,2916.69,0.19
Cook Islands,1997,0.00,0.00,,921.66,0.00,0.00,2.08,-21.21,0.00,,37.84,0.35,212.03,65.07,267.89,1407.36,0.18,1.75,0.28,18.62,0.00,0.00,4.50,7459.00,11110.00,8995.00,8586.00,2918.41,-0.09
Tajikistan,2003,7.77,0.00,63.39,105.67,0.00,3.00,46.13,-350.12,0.00,40.79,27.63,73.22,3.58,858.57,0.76,12.30,1126.88,162.98,403.21,332.66,0.00,0.00,0.35,4833576.00,1743301.00,3291092.00,3381399.00,2918.77,0.60
Cook Islands,1998,0.00,0.00,,921.66,0.00,0.00,2.08,-21.21,0.00,,37.84,0.35,212.03,65.07,267.89,1407.36,0.18,1.88,0.30,19.79,0.00,0.00,7.10,7016.00,11279.00,8730.00,8337.00,2922.32,-0.09
Cyprus,2013,1.17,0.00,4.71,246.41,0.00,27.00,146.76,-326.16,8.96,110.57,158.75,93.15,23.04,278.62,158.78,479.57,1242.01,31.15,82.38,73.10,0.00,0.00,83.89,375923.00,767973.00,584829.00,582139.00,2923.87,1.07
Oman,1995,0.00,0.00,1.43,246.41,0.00,0.00,247.53,0.00,0.00,374.40,167.41,62.23,20.74,259.21,0.05,636.30,635.51,5.20,243.23,28.17,0.00,0.00,,624506.00,1579777.00,1271419.00,901253.00,2927.81,-0.03
Eritrea,2002,12.67,0.00,14.49,248.06,8.34,0.00,29.83,-166.54,618.91,9.53,52.56,8.90,67.63,95.26,209.59,377.41,22.51,26.35,1158.47,110.16,0.00,0.00,30.78,2590231.00,1024408.00,1245585.00,1301839.00,2934.91,0.87
French Polynesia,2010,0.00,0.00,0.01,246.41,0.00,0.00,50.89,-27.97,0.00,4.88,47.96,17.00,134.46,11.91,386.19,2005.79,,2.21,6.01,14.64,0.00,0.00,36.14,106278.00,161542.00,145253.00,138535.00,2936.54,0.69
Cyprus,2010,0.54,0.00,5.41,246.41,0.00,18.00,180.43,-275.18,11.62,142.71,214.11,110.94,39.86,276.32,185.47,479.57,995.78,39.82,88.98,93.15,0.00,0.00,83.89,361031.00,751576.00,566592.00,563093.00,2937.83,2.11
North Macedonia,1996,0.66,4.47,36.52,32.58,0.00,7.00,192.96,,,323.46,76.88,30.96,115.92,364.02,139.29,369.13,357.83,107.38,245.12,216.79,0.00,0.00,317.61,808119.00,1181324.00,1008429.00,985796.00,2938.57,-0.21
Eritrea,1998,49.28,0.00,35.14,248.06,8.34,1.00,25.57,-243.15,671.66,7.61,23.45,6.99,67.63,87.70,209.59,381.28,22.41,22.00,1185.96,113.34,0.00,0.00,28.09,2421309.00,802914.00,1141498.00,1181255.00,2951.94,0.51
Eritrea,2001,3.96,0.00,21.31,248.06,8.34,1.00,27.70,-166.54,618.91,9.65,57.92,10.07,67.63,92.12,209.59,377.41,22.51,24.85,1178.57,112.31,0.00,0.00,29.28,2537002.00,960122.00,1202597.00,1259330.00,2954.65,0.64
Tuvalu,1998,0.00,0.00,,1785.38,0.00,11.48,0.40,-0.23,0.00,0.08,0.22,17.00,67.63,0.35,209.59,860.09,0.06,0.56,0.00,5.58,0.00,0.00,1.37,5100.00,4206.00,4737.00,4896.00,2959.57,0.17
French Polynesia,2012,0.00,0.00,0.01,246.41,0.00,0.00,48.04,0.00,0.00,5.91,46.53,17.00,134.46,12.03,386.19,2005.79,,2.22,6.10,14.67,0.00,0.00,36.69,104716.00,166987.00,146369.00,140215.00,2962.07,0.17
